VID,AdvNet,AnonPaymnt,AttSpam,ChildPriv,IPResell,DirMark,Card#Stolen,Unlisted#Phone,ConcerSec,ConcerSecEcom,InfImprovSite,IntPrivLaws,IntShop#LifeEasy,MassMails,AssumeAliases,SpamPolicy,PrivCom,SecAFactor,UseDemoOther,UserContDemo,ValueAnon,Important,Will#Charge
1212,DSTRON,ASOME,Delete,DSOME,DSOME,DSOME,No,No,Very,Very,NEITHER,ASTRON,Yes,DSOME,ASTRON,Other,ASTRON,Significant,NEITHER,DSOME,ASTRON,Privacy,No
1213,?,?,?,ASOME,DSTRON,?,Yes,Yes,Somewhat,Very,ASOME,ASTRON,No,?,?,?,ASOME,Deciding,DSTRON,ASOME,ASOME,Privacy,No
1214,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Somewhat,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,Yes
1215,DSTRON,?,Other,ASTRON,DSTRON,ASTRON,No,No,Very,Very,DSOME,ASOME,Yes,DSTRON,ASOME,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1216,DSTRON,ASTRON,Delete,ASTRON,DSOME,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
1217,DSOME,ASOME,Reply,ASTRON,ASOME,ASOME,No,No,Very,Very,DSTRON,ASTRON,Yes,ASOME,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1218,DSTRON,NEITHER,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1219,?,?,?,?,DSTRON,?,No,No,ShouldButNo,ShouldButNo,?,ASTRON,No,?,?,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1220,DSOME,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASOME,Yes,DSTRON,?,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1221,DSTRON,ASOME,Other,DSOME,DSTRON,DSOME,No,No,Alittle,Somewhat,ASOME,NEITHER,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
1222,NEITHER,ASOME,Read,NEITHER,ASOME,ASOME,No,Yes,Somewhat,Somewhat,ASOME,ASOME,Yes,NEITHER,ASTRON,Registry,ASTRON,Significant,ASOME,ASOME,ASTRON,Convenience,Yes
1223,DSTRON,?,?,ASTRON,ASTRON,ASOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,ASTRON,ASTRON,ASTRON,Convenience,Yes
1224,DSTRON,NEITHER,Delete,ASOME,DSOME,DSOME,No,No,Very,Very,DSOME,ASOME,No,DSOME,NEITHER,Registry,ASTRON,Deciding,ASOME,NEITHER,NEITHER,Privacy,No
1225,DSTRON,NEITHER,Delete,?,DSOME,DSOME,Yes,No,Somewhat,Somewhat,ASOME,NEITHER,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1226,DSTRON,NEITHER,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Very,ASOME,NEITHER,No,DSTRON,ASOME,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1227,DSTRON,?,Other,DSOME,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,DSTRON,Yes,DSTRON,NEITHER,?,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1228,ASTRON,ASTRON,?,ASTRON,NEITHER,ASTRON,No,Yes,ShouldButNo,Very,ASTRON,ASTRON,Yes,ASOME,DSTRON,GovControl,ASTRON,Significant,DSOME,ASTRON,DSOME,Convenience,Yes
1229,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,ASOME,No,DSTRON,ASOME,GovControl,ASOME,Deciding,DSOME,ASOME,ASTRON,Privacy,Yes
1230,DSOME,?,?,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,NEITHER,Registry,ASTRON,Small,NEITHER,?,ASTRON,Privacy,Yes
1231,DSOME,ASOME,Delete,ASTRON,DSOME,ASOME,Yes,No,Somewhat,Very,NEITHER,ASOME,Yes,ASOME,ASOME,Nothing,ASOME,Significant,DSOME,ASOME,ASOME,Privacy,Yes
1232,DSOME,ASOME,Delete,ASTRON,DSOME,DSTRON,Yes,No,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,NEITHER,Registry,ASOME,Deciding,DSTRON,ASOME,ASOME,Privacy,Yes
1233,DSTRON,ASOME,Reply,ASOME,DSOME,DSTRON,No,No,Somewhat,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1234,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,?,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1235,DSTRON,NEITHER,Delete,ASTRON,DSOME,DSOME,No,No,Very,Somewhat,DSOME,ASOME,Yes,DSTRON,NEITHER,Other,ASTRON,Deciding,DSOME,DSOME,NEITHER,Privacy,Yes
1236,DSTRON,NEITHER,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1237,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,NEITHER,ASOME,No,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,No
1238,DSOME,NEITHER,Delete,DSTRON,DSOME,DSTRON,No,Yes,NotAtAll,ShouldButNo,ASOME,NEITHER,Yes,DSTRON,ASTRON,Registry,NEITHER,None,DSOME,ASTRON,ASTRON,Convenience,Yes
1239,DSTRON,ASTRON,Delete,DSOME,DSOME,DSOME,Yes,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1240,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Alittle,Somewhat,DSOME,ASOME,Yes,DSOME,?,Registry,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
1241,DSTRON,?,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,DSOME,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1242,DSOME,NEITHER,Reply,ASTRON,DSTRON,NEITHER,No,No,Somewhat,Somewhat,ASOME,ASOME,Yes,NEITHER,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
1243,DSTRON,DSTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,DSTRON,Registry,ASTRON,Deciding,DSOME,ASTRON,NEITHER,Privacy,Yes
1244,?,NEITHER,Delete,ASOME,DSOME,DSOME,No,No,Alittle,NotAtAll,ASOME,DSOME,Yes,DSTRON,ASTRON,Blacklist,ASOME,None,DSOME,DSOME,ASTRON,Convenience,Yes
1245,NEITHER,NEITHER,Other,ASTRON,ASOME,NEITHER,Yes,No,Somewhat,Alittle,DSOME,ASOME,Yes,DSTRON,DSOME,Fee,ASTRON,Significant,ASOME,ASTRON,ASOME,Convenience,Yes
1246,DSTRON,ASTRON,Other,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
1247,DSTRON,ASOME,Delete,NEITHER,ASTRON,DSTRON,Yes,No,Somewhat,Very,NEITHER,DSTRON,No,DSTRON,NEITHER,Blacklist,NEITHER,Significant,DSTRON,ASTRON,NEITHER,Privacy,Yes
1248,DSTRON,DSTRON,Delete,DSTRON,DSTRON,DSTRON,Yes,No,Very,Somewhat,DSOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASOME,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1249,NEITHER,NEITHER,?,NEITHER,DSTRON,DSTRON,No,No,Alittle,Alittle,?,ASOME,Yes,DSTRON,?,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1250,DSOME,ASTRON,Delete,NEITHER,DSOME,ASOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSOME,ASOME,Registry,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
1251,DSTRON,DSTRON,Other,ASTRON,DSTRON,ASOME,No,Yes,Very,Alittle,ASOME,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSOME,DSOME,ASTRON,Convenience,Yes
1252,DSOME,ASOME,Reply,NEITHER,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,ASOME,Yes,DSTRON,DSOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
1253,DSTRON,ASOME,Retaliate,ASOME,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1254,DSTRON,?,Delete,?,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,No
1255,DSOME,NEITHER,Delete,ASOME,DSOME,DSTRON,No,No,Somewhat,Somewhat,ASOME,NEITHER,Yes,DSTRON,DSOME,Blacklist,ASTRON,Significant,DSOME,ASOME,ASOME,Convenience,Yes
1256,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,Alittle,Very,DSTRON,NEITHER,No,DSTRON,ASTRON,Registry,ASTRON,None,DSTRON,ASTRON,ASTRON,Privacy,No
1257,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,Yes,No,Alittle,Alittle,ASTRON,DSOME,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1258,DSOME,NEITHER,Delete,ASTRON,DSTRON,ASOME,No,No,Very,Very,NEITHER,ASTRON,Yes,DSTRON,NEITHER,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
1259,DSTRON,?,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Somewhat,DSTRON,ASTRON,No,DSTRON,?,?,DSTRON,Significant,DSTRON,DSTRON,?,Privacy,Yes
1260,DSTRON,NEITHER,Delete,ASOME,DSOME,ASOME,No,No,Very,Very,DSOME,ASOME,No,DSTRON,ASTRON,Blacklist,ASOME,Significant,DSOME,ASOME,ASTRON,Privacy,No
1261,DSTRON,DSTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,DSOME,DSTRON,Yes,DSTRON,DSTRON,Fee,DSOME,Deciding,DSTRON,ASTRON,NEITHER,Convenience,Yes
1262,DSTRON,ASOME,Other,NEITHER,DSTRON,DSTRON,No,No,Somewhat,Somewhat,DSOME,NEITHER,Yes,DSTRON,ASOME,Other,ASOME,Small,DSTRON,ASOME,ASOME,Convenience,No
1263,?,?,Delete,NEITHER,DSTRON,DSTRON,No,No,Alittle,Alittle,DSOME,ASOME,No,DSTRON,?,Registry,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
1264,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1265,DSOME,NEITHER,Delete,DSOME,DSOME,ASOME,No,No,NotAtAll,NotAtAll,ASOME,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Small,DSOME,NEITHER,ASTRON,Convenience,Yes
1266,?,DSTRON,Delete,DSTRON,?,DSTRON,No,No,Very,NotAtAll,ASOME,?,Yes,DSTRON,DSTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Convenience,No
1267,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSOME,No,No,Alittle,Somewhat,NEITHER,NEITHER,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1268,DSOME,NEITHER,Other,ASTRON,DSTRON,DSOME,No,No,Very,Very,NEITHER,ASTRON,Yes,DSTRON,DSTRON,GovControl,ASOME,Deciding,DSTRON,DSOME,NEITHER,Privacy,No
1269,NEITHER,ASOME,Reply,ASTRON,DSTRON,NEITHER,No,No,Somewhat,Very,DSOME,ASTRON,Yes,DSOME,NEITHER,Blacklist,ASTRON,Small,DSTRON,ASOME,ASOME,Convenience,Yes
1270,DSTRON,ASTRON,Reply,DSTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,DSTRON,No,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1271,DSTRON,?,?,ASTRON,ASOME,?,No,No,Very,Very,?,ASTRON,No,?,ASOME,?,ASTRON,None,DSTRON,ASOME,ASOME,Privacy,No
1272,DSTRON,NEITHER,Delete,ASOME,DSOME,ASOME,No,No,Somewhat,Very,ASOME,ASOME,Yes,DSOME,NEITHER,Blacklist,ASTRON,Significant,DSOME,DSTRON,ASOME,Convenience,Yes
1273,?,?,Read,DSTRON,DSOME,ASOME,No,No,ShouldButNo,NotAtAll,DSTRON,DSOME,Yes,ASTRON,NEITHER,Other,NEITHER,Small,?,NEITHER,?,Convenience,No
1274,DSOME,NEITHER,Delete,DSOME,ASOME,DSTRON,No,Yes,Alittle,Alittle,ASTRON,DSTRON,Yes,DSTRON,DSOME,Fee,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
1275,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Very,DSTRON,DSTRON,Yes,DSTRON,DSTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,NEITHER,Privacy,Yes
1276,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSOME,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
1277,DSTRON,DSTRON,Retaliate,DSTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1278,DSTRON,ASOME,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Very,NEITHER,ASOME,No,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,?,Privacy,Yes
1279,DSTRON,ASTRON,Other,ASOME,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,ASOME,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1280,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASOME,Yes,DSTRON,NEITHER,?,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1281,DSTRON,DSOME,Read,DSTRON,DSOME,DSOME,No,No,Alittle,Alittle,DSOME,DSTRON,Yes,ASOME,ASTRON,Nothing,?,Small,DSOME,ASTRON,ASTRON,Privacy,Yes
1282,DSOME,NEITHER,Other,DSTRON,ASOME,ASOME,No,No,Very,Very,ASOME,NEITHER,Yes,DSTRON,ASOME,GovControl,ASTRON,Significant,DSOME,ASOME,NEITHER,Convenience,Yes
1283,DSOME,ASOME,Delete,DSOME,DSOME,DSOME,Yes,No,Somewhat,Somewhat,NEITHER,ASOME,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,DSTRON,ASOME,ASOME,Privacy,Yes
1284,DSOME,NEITHER,Delete,DSOME,DSTRON,DSOME,No,No,Very,Very,DSOME,ASTRON,Yes,ASTRON,DSTRON,Fee,ASTRON,Significant,NEITHER,?,ASTRON,Privacy,Yes
1285,DSOME,NEITHER,Other,ASTRON,NEITHER,ASOME,No,No,Alittle,Somewhat,ASOME,ASOME,Yes,ASOME,ASTRON,Registry,ASTRON,Small,DSOME,ASOME,ASOME,Convenience,Yes
1286,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Somewhat,DSOME,ASTRON,Yes,DSTRON,DSOME,Registry,NEITHER,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1287,NEITHER,ASTRON,Other,ASTRON,NEITHER,NEITHER,Yes,No,Alittle,Alittle,ASOME,DSOME,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,DSOME,ASOME,ASTRON,Convenience,Yes
1288,DSTRON,NEITHER,Delete,ASOME,DSOME,DSOME,No,No,Somewhat,Somewhat,NEITHER,ASTRON,Yes,DSOME,NEITHER,Registry,ASTRON,Significant,DSOME,ASOME,NEITHER,Privacy,Yes
1289,DSTRON,NEITHER,Delete,DSOME,DSTRON,ASOME,No,No,Very,Somewhat,DSOME,ASOME,Yes,DSTRON,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1290,DSOME,NEITHER,Delete,NEITHER,NEITHER,NEITHER,No,No,ShouldButNo,Somewhat,ASOME,NEITHER,Yes,NEITHER,NEITHER,Registry,ASTRON,Significant,ASTRON,ASTRON,ASOME,Convenience,Yes
1291,DSTRON,DSOME,Delete,NEITHER,DSOME,DSTRON,Yes,No,Somewhat,Alittle,ASOME,NEITHER,No,DSTRON,ASOME,?,ASTRON,Significant,DSTRON,NEITHER,ASTRON,Privacy,Yes
1292,DSTRON,?,Reply,DSTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASOME,ASOME,Privacy,No
1293,DSOME,NEITHER,Delete,DSTRON,DSOME,NEITHER,No,No,Very,Very,NEITHER,DSTRON,Yes,DSTRON,ASOME,Blacklist,NEITHER,Deciding,DSTRON,ASTRON,NEITHER,Privacy,Yes
1294,DSOME,ASOME,Delete,ASOME,NEITHER,ASTRON,No,Yes,Somewhat,Somewhat,ASOME,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,NEITHER,ASOME,ASTRON,Privacy,Yes
1295,ASTRON,?,Reply,ASTRON,DSTRON,ASOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASOME,ASOME,Privacy,Yes
1296,DSOME,ASTRON,Delete,DSTRON,DSOME,DSOME,Yes,No,Very,Very,DSOME,ASOME,Yes,DSTRON,ASOME,Fee,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
1297,DSOME,NEITHER,Delete,DSTRON,DSOME,DSOME,Yes,No,Very,Somewhat,ASTRON,ASTRON,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,DSOME,ASOME,ASTRON,Privacy,No
1298,ASOME,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,?,ASTRON,Yes,DSTRON,ASTRON,?,ASTRON,Deciding,?,ASTRON,ASTRON,Privacy,Yes
1299,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Very,ASOME,DSOME,Yes,DSTRON,ASTRON,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1300,DSTRON,ASTRON,Reply,DSTRON,DSOME,DSTRON,No,No,Very,Very,DSOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1301,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1302,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSOME,No,Yes,Very,Very,ASOME,ASTRON,No,DSTRON,DSTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1303,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSOME,No,Yes,Very,Very,DSOME,DSTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Significant,DSOME,DSOME,ASTRON,Privacy,No
1304,DSTRON,NEITHER,?,ASTRON,DSTRON,DSOME,No,No,Very,Very,DSOME,ASOME,No,DSTRON,NEITHER,Blacklist,ASOME,Significant,DSOME,ASTRON,ASOME,Privacy,No
1305,DSTRON,?,Reply,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,?,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1306,DSTRON,NEITHER,Other,NEITHER,DSTRON,DSOME,No,No,Somewhat,Alittle,ASOME,ASTRON,No,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1307,DSTRON,DSTRON,Delete,ASOME,DSTRON,DSOME,No,No,Very,Very,DSOME,ASTRON,No,DSTRON,NEITHER,Blacklist,ASTRON,Deciding,ASOME,ASTRON,ASOME,Privacy,No
1308,DSTRON,ASTRON,Other,DSTRON,DSOME,NEITHER,No,No,Somewhat,Very,DSOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSOME,ASOME,ASTRON,Convenience,No
1309,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,Yes,No,Somewhat,Somewhat,NEITHER,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
1310,DSTRON,NEITHER,Other,NEITHER,DSTRON,DSTRON,Yes,Yes,Very,Very,DSTRON,ASOME,Yes,DSTRON,NEITHER,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1311,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSOME,Yes,No,Alittle,Somewhat,DSOME,ASTRON,No,DSTRON,ASOME,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1312,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,DSTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
1313,NEITHER,ASTRON,Delete,ASTRON,NEITHER,DSOME,No,No,Alittle,Alittle,ASOME,ASOME,Yes,DSOME,ASOME,Blacklist,ASTRON,Significant,NEITHER,ASTRON,ASTRON,Privacy,Yes
1314,DSOME,ASOME,Other,?,NEITHER,ASOME,No,Yes,Very,Somewhat,DSOME,NEITHER,Yes,ASTRON,ASTRON,GovControl,ASOME,Small,NEITHER,ASOME,NEITHER,Privacy,No
1315,DSTRON,DSOME,?,ASOME,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
1316,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1317,DSTRON,ASTRON,Read,ASTRON,ASOME,DSOME,No,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASOME,Other,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,No
1318,NEITHER,NEITHER,Reply,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1319,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Somewhat,ASOME,DSOME,Yes,DSTRON,DSOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
1320,NEITHER,?,Retaliate,NEITHER,ASOME,DSTRON,No,No,NotAtAll,Alittle,ASOME,NEITHER,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
1321,ASOME,ASOME,Read,ASOME,DSOME,DSOME,No,No,Somewhat,Somewhat,NEITHER,DSOME,Yes,DSOME,ASOME,Registry,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
1322,DSTRON,ASTRON,Delete,ASTRON,ASOME,DSOME,Yes,Yes,Very,Very,ASOME,ASOME,Yes,DSTRON,ASOME,Other,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
1323,DSTRON,NEITHER,Delete,NEITHER,ASTRON,ASOME,No,Yes,Somewhat,Somewhat,ASOME,DSOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
1324,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Alittle,ASTRON,ASTRON,Yes,DSTRON,DSOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
1325,DSOME,NEITHER,Delete,DSTRON,ASOME,NEITHER,No,Yes,Somewhat,Somewhat,ASTRON,NEITHER,Yes,NEITHER,ASOME,Registry,ASTRON,Significant,ASTRON,ASTRON,NEITHER,Convenience,Yes
1326,ASOME,NEITHER,Delete,ASTRON,DSOME,ASOME,No,No,Very,Very,ASOME,ASOME,Yes,DSOME,NEITHER,Registry,ASTRON,Deciding,ASOME,ASOME,NEITHER,Privacy,Yes
1327,DSTRON,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,No,Somewhat,Very,NEITHER,ASTRON,No,DSOME,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1328,DSTRON,NEITHER,Delete,DSTRON,DSOME,DSTRON,Yes,Yes,Very,Very,NEITHER,ASOME,Yes,DSTRON,NEITHER,Fee,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
1329,DSTRON,NEITHER,Delete,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,No
1330,DSTRON,ASTRON,Delete,DSOME,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1331,DSTRON,?,Reply,ASOME,DSTRON,DSTRON,No,No,NotAtAll,Alittle,DSOME,DSTRON,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Small,DSTRON,ASOME,ASOME,Privacy,Yes
1332,NEITHER,?,Delete,NEITHER,DSTRON,NEITHER,Yes,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASOME,ASOME,Privacy,Yes
1333,DSTRON,ASOME,Read,ASTRON,DSTRON,DSOME,No,No,Somewhat,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Registry,NEITHER,Deciding,DSTRON,ASOME,ASOME,Privacy,Yes
